id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
1216526,Abu Dhabi,2020-10-16,Quinton de Kock,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,8.0,,Chris Gaffaney,Virender Sharma,0,0,0,0,
1216527,Sharjah,2020-09-27,Sanju Samson,Sharjah Cricket Stadium,1,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,,Richard Illingworth,Krishnamachari Srinivasan,0,0,0,0,
1216528,Dubai,2020-10-13,Ravindra Jadeja,Dubai International Cricket Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,20.0,,Anil Chaudhary,Paul Reiffel,0,0,0,0,
1216529,Abu Dhabi,2020-10-11,Quinton de Kock,Sheikh Zayed Stadium,1,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,,Chris Gaffaney,Sundaram Ravi,0,0,0,0,
1216530,Dubai,2020-11-01,Pat Cummins,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,60.0,,Nitin Menon,Paul Reiffel,0,0,0,0,
1216531,Sharjah,2020-10-15,KL Rahul,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,8.0,,K. N. Ananthapadmanabhan,Chettithody Shamshuddin,0,0,0,0,
1216532,Abu Dhabi,2020-09-29,Rashid Khan,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,15.0,,Virender Sharma,Sundaram Ravi,0,0,0,0,
1216533,Abu Dhabi,2020-10-19,Jos Buttler,Sheikh Zayed Stadium,1,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,7.0,,Chris Gaffaney,Virender Sharma,0,0,0,0,
1216534,Dubai,2020-09-21,Yuzvendra Chahal,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,10.0,,Anil Dandekar,Nitin Menon,0,0,0,0,
1216535,Dubai,2020-10-31,Ishan Kishan,Dubai International Cricket Stadium,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,,Yeshwant Barde,Paul Reiffel,0,0,0,0,
1216536,Dubai,2020-10-29,Ruturaj Gaikwad,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,,Chettithody Shamshuddin,Richard Illingworth,0,0,0,0,
1216537,Abu Dhabi,2020-10-30,Ben Stokes,Sheikh Zayed Stadium,1,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,,Chris Gaffaney,Sundaram Ravi,0,0,0,0,
1216538,Sharjah,2020-10-04,Trent Boult,Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,34.0,,K. N. Ananthapadmanabhan,Richard Illingworth,0,0,0,0,
1216539,Dubai,2020-09-25,Prithvi Shaw,Dubai International Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,44.0,,K. N. Ananthapadmanabhan,Richard Illingworth,0,0,0,0,
1216540,Sharjah,2020-10-12,AB de Villiers,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,82.0,,Richard Illingworth,Krishnamachari Srinivasan,0,0,0,0,
1216541,Abu Dhabi,2020-10-25,Ben Stokes,Sheikh Zayed Stadium,1,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,8.0,,Ulhas Gandhe,Virender Sharma,0,0,0,0,
1216542,Dubai,2020-10-08,Jonny Bairstow,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,69.0,,Anil Chaudhary,Nitin Menon,0,0,0,0,
1216543,Dubai,2020-10-14,Anrich Nortje,Dubai International Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,13.0,,Anil Chaudhary,Nitin Menon,0,0,0,0,
1216544,Dubai,2020-10-25,Ruturaj Gaikwad,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,8.0,,Chettithody Shamshuddin,Richard Illingworth,0,0,0,0,
1216545,Abu Dhabi,2020-09-26,Shubman Gill,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7.0,,Chris Gaffaney,Virender Sharma,0,0,0,0,
1216546,Dubai,2020-10-20,Shikhar Dhawan,Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,wickets,5.0,,Chettithody Shamshuddin,Richard Illingworth,0,0,0,0,
1216547,Dubai,2020-09-28,AB de Villiers,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,tie,,,Nitin Menon,Paul Reiffel,0,0,0,0,
1237177,Dubai,2020-11-05,Jasprit Bumrah,Dubai International Cricket Stadium,1,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,57.0,,Chris Gaffaney,Nitin Menon,1,0,1,0,
1237178,Abu Dhabi,2020-11-06,Kane Williamson,Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,,Paul Reiffel,Sundaram Ravi,1,1,0,0,
1237180,Abu Dhabi,2020-11-08,Marcus Stoinis,Sheikh Zayed Stadium,1,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,17.0,,Paul Reiffel,Sundaram Ravi,1,0,1,0,
1237181,Dubai,2020-11-10,Trent Boult,Dubai International Cricket Stadium,1,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,,Chris Gaffaney,Nitin Menon,1,0,0,1,
